id	title	abstract
1308	Science:  Growth and Change	More and more examples accumulated of highly variable growth rates and of their influence on scientific careers.  Gradually the study began to incorporate calculations of the effects of variable growth on a wide range of scientific concerns: studying, teaching, research, publishing, citations, the basis of scientific prestige, promotions, unemployment.  It became apparent that generally unsuspected forces have a powerful influence on the careers of scientists and everyone else enmeshed in rapid change. This book presents some evidence for change and speculates about many effects.  It also makes a beginning toward understanding the forces that cause and do not cause change.  It may provide some solace for those in dormant fields who have wondered why life has passed them by.  It may, perhaps, make a few highly successful scientists a little more modest.  Most of all it may guide those who still have a choice - and so have we all.
41	New Factors in the Evaluation of Scientific Literature Through Citation Indexing	More than one million citations from the scientific literature have been processed by the Citation Index Project at the Institute for Scientific Information.. The Project, sponsored by NSF and NIH, will be described briefly, and new methods of using citation data for evaluation of publications will be discussed.. Summaries of statistical data, compiled by computer methods such as the following, will be given.. 1. Frequency of citation of one journal by another.. 2. Frequency of current citations to the past literature.. 3. Frequency of self-citation by journals and authors.. 4. Number of source citations per cited paper.. 5. Number of references per source paper.. 6. Number of papers published per journal..
996	International Developments in Cataloging	The IFLA Committee on Cataloging has been at work since 1954 to establish international standards for cataloging and bibliographic records; it was responsible for the International Conference on Cataloging Principles, Paris, 1961, and and the International Meeting of Cataloging Experts, Copenhagen, 1969.. In recent years there have been increasing demands from national cataloging bodies and bibliographic agencies for uniformity in codes and practices, and in consequence there has been more willingness to make national concessions in order to reach international standards.. The IFLA Cataloging Secretariat was established in 1971 to assist this trend by co-ordinating work, promoting new projects and acting as a liaison center..
153	Criteria for Evaluating Technical Library Effectiveness	In July 1966 John I. Thompson & Company accepted a contract with the Picatinny Arsenal, US Department of the Army, to perform a study aimed at developing 'Criteria for evaluating the effectiveness of library operations and services' under the ATLIS Program (Army Technical Library Improvement Studies).  The study was divided into three phases aimed at: I A Literature search to reflect the current 'state-of-the art' covering library standards and the methods of evaluating libraries developed up to the present. II A phase in which to gather and evaluate any data required from Army Technical Libraries, from available surveys already published, or from any other sources, by which to develop criteria. III A phase in which to establish and validate the criteria. Phases I and II of the study are now complete.  Phase III is in progress and is expected to be completed by the late fall of 1968.  The reports of Phases I and II are already available for detailed study and that of Phase III will be available soon.  The purpose of this paper is to present some of the findings of the study.
660	On Relevance, Probabilistic Indexing and Information Retrieval	"This paper reports on a novel technique for literature indexing and searching in a mechanized library system.. The notion of relevance is taken as the key concept in the theory of information retrieval and a comparative concept of relevance is explicated in terms of the theory of probability.. The resulting technique called ""Probabilistic Indexing,"" allows a computing machine, given a request for information, to make a statistical inference and derive a number (called the ""relevance number"") for each document, which is a measure of the probability that the document will satisfy the given request ranked according to their probable relevance.. The paper goes on to show that whereas in a conventional library system the cross-referencing (""see"" and ""see also"") is based solely on the ""semantical closeness"" between index terms, statistical measures of closeness between index terms can be defined and computed.. Thus, given an arbitrary request consisting of one (or many) index term(s), a machine can elaborate on it to increase the probability of selecting relevant documents that would not otherwise have been selected.. Finally, the paper suggests an interpretation of the whole library problem as one where the request is considered as a clue on the basis of which the library system makes a concatenated statistical inference in order to provide as an output an ordered list of those documents which most probably satisfy the information needs of the user.."
530	Indexing Language Structure for Automated Retrieval	"A proposal for a computer-aided method of building up an indexing language is made.. The method involves linking the terms relevant to any special retrieval system into the UDC, preferably in the form of the Standard Reference Code when it becomes available.. Links between the terms are intended to be established in such a way that, provided indexing input sessions are accomplished via a video terminal, a hybrid thesaurus-classification could be built up by a form of ""learning process"" in the course of regular indexing.. The proposed means of establishing links between terms are described, the associated computer system is outlined, and an example of indexing language built-up procedure is presented.. Possible uses for natural language search, using the thesaurus-classification as a ""switching language"", and for automatic classification, are suggested as long-term aims.."
998	The Other Half of Cataloging	The authors investigate the impact of a bibliographic retrieval/card production system, such as the Ohio College Library Center (OCLC), with special attention to its role in cataloging.. Activities required at the local level to make the LC card a functioning component of the catalog are described.. The characteristics of the ensuring workload are examined, along with methods of accomplishing it.. These activities are seen as a factor in the persistence of backlogs.. The design of OCLC, because of the immobility of the terminal and the absence of the catalog from the data base, by-passes this workload, leaving the local library to accomplish it by the method of its choice, as before, or to leave it undone..
1309	Science and Information Theory	A new scientific theory has been born during the last few years, the theory of information.  It immediately attracted a great deal of interest and has expanded very rapidly.  This new theory was initially the result of a very practical and utilitarian discussion of certain basic problems:  How is it possible to define the quantity of information contained in a message or telegram to be transmitted?  How does one measure the amount of information communicated by a system of telegraphic signals?  How does one compare these two qualities and discuss the efficiency for coding devices?  All of these problems, and many similar ones, are of concern to the telecommunication engineer and can now be discussed quantitatively. From these discussions there emerged a new theory of both mathematical and practical character.  This theory is based on probability considerations. Once stated in a precise way, it can be used for many fundamental scientific discussions.  It enables one to solve the problem of Maxwell's demon and to show a very direct connection between information and entropy.  The thermodynamic entropy measures the lack of information about a certain physical system.  Whenever an experiment is performed in the laboratory, it is paid for by an increase of entropy, and a generalized Carnot Principle states that the price paid in increase of entropy must always be larger than the amount of information gained.  Information corresponds to negative entropy, a quantity for which the author coined the word negentropy.  The generalized Carnot Principle may also be called the negentropy principle of information.  This principle imposes a new limitation on physical experiments and is independent of the well-known uncertainty relations of quantum mechanics.
1182	The Bibliography of Operational Research	In his book on Documentation (1948) the librarian, S.C. Bradford, discussed certain regularities in the pattern of distribution of articles on a particular subject over different journals.  He gives as examples the distributions for geophysics from 1928-31 inclusive and lubrication for 1931 to June, 1933, inclusive.  The typical picture is one in which, to a bibliography covering a certain short term of years, a few journals contribute a large number of articles, more journals contribute fewer and so on in a monotonic sequence ending with a large number of journals contributing one article each.  Patterns of this kind have been observed by several authors, but Bradford was the first, I think, to advance an explanation of the effect in bibliographical terms.
178	The Automation Survey: Background and Conclusions	During the past decade the Library of Congress, in common with many other research libraries, has become increasingly aware of pressures and strains in many of its operations.  These areas of concern (well known to librarians) include mounting arrearages in cataloguing and other processing activities; increasing complexity of manual inventory control files; increasing difficulty in keeping card catalogues reasonably current and accurate; and increasing demands for a wide variety of services for a clientele whose needs for information have grown tremendously since World War II, and many of whom have only recently turned to large research libraries for help.  Five years ago an internal committee of the Library of Congress was charged to study potential applications of electronic data processing equipment to Library procedures; subsequently representatives of three computer firms made brief studies of Library operations which intimated that certain areas could benefit substantially by automation.
192	A Cooperative Serial Acquisition Program: Thoughts on a Response to Mounting Fiscal Pressures	A regionally cooperative method of distributing responsibility for every serial title in a region is outlined.. The system assures the equitable distribution of the number of titles for which each library is committed.. Later refinements suggest an equalization of cost commitments on the basis of fiscal resources available for serial purchases.. It is pointed out that fiscal realities will force some sort of serial acquisition cooperation for all viable medical libraries..
377	Citation Indexes	Citation indexing is a relatively new method of organizing the contents of a collection of documents in a way that overcomes many of the shortcomings of the more traditional indexing methods.  The primary advantage of citation indexing is that it identifies relationships between documents that are often overlooked in a subject index.  An important secondary advantage is that the compilation of citation indexes is especially well suited to the use of man-machine indexing methods that do not require indexers who are subject specialists.  Furthermore, citations, which are bibliographic descriptions of documents, are not vulnerable to scientific and technological obsolescence as are the terms used in subject indexes.
124	The User Interface in Interactive Systems	The digital computer has been used as a problem-solving tool for only two decades.  During most of this time, computer scientists have concentrated on learning how to build the tool: applying electronic technology, arranging for data flow between components, and manufacturing the hardware.  Now we are entering a new stage in which computing power is made available through interactive terminals to people who are not computer scientists.  This is possible on a large scale only because design and marketing innovators now have confidence in their ability to provide reliable, cost-effective service to less sophisticated users.  In this new stage, the natural behavior patterns of users become an important element in the design of the interface to the tool.
482	Some Experiments in the Selective Dissemination of Information in the Field of Plasma Physics	A small-scale, computer-based SDI system in plasma physics and the related subjects is described briefly.. The system serves about 100 research scientists and engineers and uses title input only in order to minimize input costs.. The implications of this approach and its effect upon the system parameters is discussed.. Some comparison of the costs of the computer-based system with those of a manual system is made.. Further experiments are described in which the service is expanded to external users on a world-wide basis, the aim being to compare, under controlled conditions, the parameters of the small-scale internal service with those of an external service on a wide scale.. The paper concludes with some observations on the future development and organization of computer-assisted services, their possibilities and the main problems which are likely to arise..
254	Chemical Information Systems	The purpose of a chemical information system must not be restricted to the storage and retrieval of facts.  It is equally important that the system shall provide methods which enable a scientist to assemble and to correlate the facts.  Chemical information systems are required primarily as a service to research chemists to enable them to keep up to date with current developments in their fields of interest, and the establishment of information services has relieved the chemist of many of his problems of literature searching and information storage and organization.
826	User Evaluation of Information Retrieval Systems	While Fairthorne may not have been the first person to recognize it, certainly, for this author, Fairthorne was the first to make explicit the fundamental problems of information retrieval systems, namely the clash between OBNA and ABNO (Only-But-Not-All and All-But-Not-Only). Although it was not until 1958 that the terms occur in Fairthorne's writings, the concept had been discussed in many meetings of the AGARD Documentation Panel and elsewhere.  Originally it was considered that to meet these two requirements, it might be necessary to have two separate systems, and the test of the UNITERM system in 1954 was based on the hypothesis that a 'Marshalling' system (e.g. U.D.C.) was fundamentally different from a 'Retrieval' system (e.g. UNITERM).  While the idea persisted in this form for some time, it gradually evolved into the inverse relationship of recall and precision, which is to say that while it is possible to obtain, of the relevant documents, All-But-Not-Only, or alternatively to obtain Only-But- Not-All, it is not possible to obtain All and Only.
1233	A Theory of Human Motivation	The present paper is an attempt to formulate a positive theory of motivation which will satisfy these theoretical demands and at the same time conform to the known facts, clinical and observational as well as experimental.  It derives most directly, however, from clinical experience. This theory is, I think, in the functionalist tradition of James and Dewey, and is fused with the holism of Wertheimer, Goldstein, and Gestalt Psychology, and with the dynamicism of Freud and Adler.  This fusion of synthesis may arbitrarily be called a 'general-dynamic' theory.
397	Formal Languages and Their Relation to Automata	This book presents the theory of formal languages as a coherent theory and makes explicit its relationship to automata.  The book begins with an explanation of the notion of a finite description of a language.  The fundamental descriptive device - the grammar - is explained, as well as its three major subclasses - regular, context-free, and context-sensitive grammars.  The context-free grammars are treated in detail, and such topics as normal forms, derivation trees, and ambiguity are covered.  Four types of automata equivalent to the four types of grammars are described.  These automata are the finite automaton, the pushdown automaton, the linear bounded automaton, and the Turing machine.  The Turing machine is covered in detail, and unsolvability of the halting problem shown.  The book concludes with certain advanced topics in language theory - closure properties, computational complexity, deterministic pushdown automata, LR(k) grammars, stack automata, and decidability.
1136	Data Retrieval Systems:  Specifics and Problems	"The essential differences between data retrieval system and document retrieval systems are considered.. The notion of ""fact"" is discussed, analyzing the influence of the definition adopted on the structure of a data retrieval system.. A proposition is advanced that a factographic JRS is a rudimentary but indispensable form on the way to a logical information system.. The latter type of system by a capability for automatic analysis of input data and synthesis of new information.. The problem of the information retrieval language for data retrieval system is discussed, as is its machine organization, intricately tied up with the specifics and functions of a system of that kind.."
1234	Multidimensional Scaling by Optimizing Goodness of Fit to a Nonmetric Hypothesis	Multidimensional scaling is the problem of representing n objects geometrically by n points, so that the interpoint distances correspond in some sense to experimental dissimilarities between objects.. In just what sense distances and dissimilarities should correspond has been left rather vague in most approaches, thus leaving these approaches logically incomplete.. Our fundamental hypothesis is that dissimilarities and distances are monotonically related.. We define a quantitative, intuitively satisfying measure of goodness of fit to this hypothesis.. Our technique of multidimensional scaling is to compute that configuration of points which optimizes the goodness of fit.. A practical computer program for doing the calculations is described in a companion paper..
1073	Automatic Construction of Thesauri and of Concept Systems for Dictionaries and Subject Lists	"After a synopsis of the relations existing between descriptors and their concepts, the EPD-program called ""GENTHES"" is described.  The program supports the construction of a thesaurus and its use.  The relational system corresponds to ISO/DIS 2788 (UNESCO) and DIN 1463.  It differentiates, however, in addition generically related and contiguous terms pertaining to a part-whole system. Characteristics that determine narrower terms against their broader terms are introduced as new relation.  Many types of associations are made available for experimenting.  The programmed generation of dependent relations reduces the amount of work to one third although ensuring total avoidance of formal errors and logical contradictions, even in applying permitted polyhierarchy.  The program is available in batch mode or in an interactive timesharing version (Remote GENTHES).  The program functions are input, logical and formal input checking, generation of relations, display, delete, print on line printer and storage on disk.  GENTHES is running in Vienna on a System IBM/370."
587	Obsolescence of Special Library Periodicals: Sampling Errors and Utility Contours	"Problems arising in the measurement of the rates of obsolescence of the sets of periodicals taken by special libraries are discussed.. The relatively large errors that arise in sampling the negative exponential distribution are analyzed because they may account for some of the discrepancies reported and because they indicate the need for firmer statistical control of work on obsolescence than has yet been generally appreciated.. When the rate of decline has been satisfactorily established there still remains the problem of deciding how to apply it.. Issues of those periodicals that contribute most productively should be retained for a longer period than those of periodicals that contribute less.. To solve this problem the concept of ""utility contours"" is introduced and exemplified in the design of a p% library.. It is argued that no discarding policy is likely to be generally applicable; every special library must be regarded as a special case.  Rather than suggest new measurements, therefore, the paper offers simple graphical techniques that are applicable to any other special case.."
1396	Survey of Commercially Available Computer-Readable Bibliographic Data Bases	This document contains the results of a survey of 94 US organizations, and 36 organizations in other countries that were thought to prepare machine-readable data bases.. Of those surveyed, 55 organizations (40 in U.S., 15 in other countries) provided completed camera-ready forms describing bibliographic information about published literature.. The following types of data were requested for each data base:  Name, frequency of issue, and time span covered by the data base; Name of organizations and individuals who can provide information on the data base; Subject matter and scope of data on the tape; Source of information in the data base (journal articles, reports, patents, monographs, etc.); Method(s) used for indexing or other types of subject analysis; Special data elements; Tape specifications (density, tracks, labels, etc.); Availability of programs for retrospective searching and selective dissemination of information (SDI); Type and cost of search services offered; and Availability and charges for data bases.. The information provided represents the status of these data bases as of November 1972.. It is anticipated that libraries and other information centers will find this document helpful in selecting data bases for providing SDI; retrospective search services, and other bibliographic reference services to their users..
626	The User Interface for Interactive Bibliographic Searching: An Analysis of the Attitudes of Nineteen Information Scientists	Since little substantiated evidence exists concerning the features that should of should not be included in the man-machine interface of interactive bibliographic search and retrieval (IBSR) systems, an informal survey tapping the opinions of scientists active in this research area was conducted.. An analysis of the responses showed a significant level of agreement concerning interface features..
1129	Creating an Information Language on the Basis of Semantic Text Analysis	Discusses the possibility of setting up an IL with a development grammar and logic, capable of solving problems of diverse informational complexity (documentary search, data search, automatic text, condensation, automatic translation).. The semantic language EKHO is proposed as a language of this kind.. Its structure is described, and its potentialities for information are followed.
274	Question-Negotiation and Information Seeking in Libraries	"Seekers of information in libraries either go through a librarian intermediary or they help themselves.. When they go through librarians they must develop their questions through four levels of need, referred to here as the visceral, conscious, formalized, and compromised needs.. In this pre-search interview with an information-seeker the reference librarian attempts to help him arrive at an understanding od his ""compromised"" need by determining: (1) the subject of his interest; (2) his motivation; (3) his personal characteristics; (4) the relationship of the inquiry to file organization; and (5) anticipated answers.. The author contends that research is needed into the techniques of conducting this negotiation between the user and the reference librarian.."
624	Clinician Search for Information	The use of a medical library by members of the faculty of a medical school was studied by questionnaire in an effort to ascertain the part the library played, among channels of communication, in work-related information searches.. The study described the population of users and the kinds of sources they utilized in an information search, in an effort to identify the factors influencing their choice of kinds of sources and leading to the possibility of predicting use of kinds of source once the characteristics of the users were known.. It brought out a high use of sources which are accessible and easy to use.. The tabulations show the importance of co-workers in informal communication.. Low delegation of documentation tasks to libraries was apparent.. The main user of the library studied was a clinician in the area of internal medicine who used journal articles about diseases for information to use in the treatment of his patients.. The recommendations were made that journals should be shelved accessibly, with Index Medicus nearby.. Books might be shelved less accessibly.. Telephone access to the library is of major importance as is the provision of adequate photocopying facilities..
1269	Scholarly Reprint Publishing in the United States	With this book I try to offer readers a broad picture of the current reprint industry, as well as an account detailed enough to capture the fast-moving reprint scene from various viewpoints.
387	The Foundations of Education for Librarianship	The study is a result of a theory of librarianship which has been in the process of maturation for more than a quarter century of teaching and administration, first at the University of Chicago, and subsequently at Western Reserve University, now Case Western Reserve University, and which has been elaborated in essays and addresses as the inquiry progressed. My purpose has been to explore the role of the library as it contributes to the total communication system in society and the meaning of that role for the library profession, and having determined the requirements of that role to identify those which are appropriately met by graduate professional education.  Therefore, the inquiry begins with a consideration of the communication system within the individual as related to his physiological, neurological, and psychological structure, and its meaning for learning and reading patterns and characteristics.  The study then progresses to an exposition of the cultural environment and its communication system in society, together with the place of the library in it.
974	Cost Survey: Cost of Ordering, Cataloging, and Preparations in Southern California Libraries	It was our original intention to include the cost of book selection with the cost of ordering, as part of the total acquisition process.  We also attempted to get indirect costs, such as rent and utilities.  Very few of the libraries were able to supply these figures so we based our survey on direct cost only.  We found from the preliminary survey that book selection statistics were extremely difficult to determine, since all the professional staff in the libraries concerned participated in book selection, with the chief librarian performing most of it.  As a result, the cost of book selection was exceedingly high and threw the cost of ordering out of proportion.
858	The RECON Pilot Project: A Progress Report	A synthesis of the progress report submitted by the Library of Congress to the Council on Library Resources under an Officer's Grant to initiate the RECON Pilot Project that gives an overview of the project and the progress made from August-November 1969 in the following areas: training, selection of material to be converted, investigation of input devices, and format recognition..
1050	Medical Innovation: a diffusion study	The research reported here constitutes a case study in the acceptance of an innovation.  The innovation is a medical one, a drug which physicians use in everyday practice; the setting is in the Midwestern United States in the 1950's.  This study gives a glimpse of one small part of the great changes that have recently occurred within medicine and thus is of specific interest to the medical profession and its allied institutions. But more generally, the question of the spread of an innovation is of interest to all students of society.  Particularly in an age of change, and in our complex and massive society, an understanding of the way in which an innovation can spread - for better or worse! - constitutes important knowledge of man.  It is to aid in this understanding, as well as to describe the case at hand, that this report is written.
402	The government of the American Public Library	"The major purpose of this study is to describe, analyze, and evaluate the position of the public library in the structure of government in the United States.  The use of the word ""government"" in the title, therefore, is deliberate.  We are here concerned with the legal forms and types of governmental organization of the public library and with its relation to the city or other political unit to which it is attached or which it serves."
560	Indivisible Colleges; Diffusion of Knowledge in Scientific Communities	In the last two decades, dramatic increases in the scope and volume of scientific research have occurred, as may be illustrated by the fact that the amount of scientific literature is doubling approximately every ten years (Price 1963).  For the scientist who needs to locate particular items of scientific information and for the documentation specialist who must make them readily available, the organization and management of this huge and expanding store of information is a serious problem.  Increasingly radical solutions are being proposed.  For example, some experts would like to scrap scientific journals and distribute their contents piecemeal. Information retrieval and delivery systems are being developed to enable scientists to locate information quickly and effectively.
1377	On-Line Reference Retrieval in a Public Library	"There are many useful computer-readable data bases that are accessible only to major governmental units, universities, or industrial organizations. An experiment is described in which the public library is used as a ""linking agent"" between the public and such data bases. Retrieval terminals have been placed  in four public libraries in Northern California to provide access to sixteen different data bases.  The first year of this two-year experiment is described, and some of the technical, organizational, and economic aspects of the study are reviewed. Rapid acceptance of the system during this initial no-cost period has been achieved and  useful evaluative data have been obtained."
1217	Prestige, Class and Mobility	This volume contains the report of a sample survey conducted in Denmark 1953-1954.  In addition the author has attempted to integrate survey findings with relevant sociological theory and with previous research findings.
1170	Some Aspects of Subject Acquisition and Detailed Subject Retrieval of Patent Information	Aspects of subject acquisition and retrieval of patent information are discussed.. A patent-information service system is conventionally separated into two parts:  a subject acquisitions system designed for stock acquisition and search file building, and a detailed subject retrieval system designed to deal with specific user requests.. The performance of both systems is analyzed using patent classifications as examples.. The tasks of classification research in relation to subject acquisitions system requirements are formulated..
540	Information:  Methodology	This book sheds light on basic problems, principles and results of philosophical-methodological research in information concepts, gives critical analysis of its idealistic interpretation. Author proves possibility more general definition of information using categories of reflectivity and inequality. Both mathematical variants (statistical-probability and nonstatistical) as well as semantic concepts of information are analyzed, basic information species and functions in human society are determined.
125	Machine-Readable Bibliographic Data Bases	"The advent of machine-readable data bases is one of the most significant forward steps in information retrieval.. Currently, the creation and application of these data bases are in a period of very rapid growth.. This reviewer sees a great need for a review of ""what is going on"" because there is so much going on.. It is the goal of this chapter to fulfill that need even though it is difficult to hold this dynamic field static for a good meaningful look.."
620	On-Line Serials Control System on a Large Biomedical Library Part II. Evaluation of Retrieval Features	The on-line serials control system in use at UCLA Biomedical Library utilizes an inverted file for its primary technique.. The correct title is reached with a entry about 80% of the time by using average of three title words.. A detailed profile of title structure and search scheme is given.. The major determinants of the scheme are evaluated on a performance and cost basis..
726	Evaluation of the Database CA Condensates Compared with Chemical Titles	"The performance of CA Condensates and Chemical Titles based on analysis of precision and ""relative recall CT/CC"" for a collection of 46 search profiles was studied over a period of one year.. Special emphasis was laid on the function of the keyword phrases of CC and the users' attitude towards literature categories not represented in CT.. The results are discussed in terms of the value of the systems for Danish users seen from users' and the documentalist's point of view.."
286	User's Reaction to Microfiche A Preliminary Study	Recent emphasis placed on the use of microfiche  by large government agencies has increased the pressure in libraries supporting government research to make greater use of microfiche.. Negative and apathetic user attitudes, expressed by researchers, indicate that expanded efforts to overcome resistance if the great potential of microfiche is to be realized.. Efforts in microphotography, expended on technical achievement in the past, should be directed toward understanding the user and his needs to discover why he avoids microforms and how to overcome his resistance to them..
1328	Developments in Data Analysis	The last ten years have witnessed rapid and often radical changes in computer programming systems for social science data.  At least a dozen different program packages, collections, or systems (not to mention hundreds of individual programs) have emerged by now and are in use by social scientists at universities and research centers all across the country.  It is probably safe to say that the bulk of these systems and programs represent the individual efforts of a small group working at one institution, often operating under a relatively restricted set of research and computing assumptions.  This parochial tendency has left students and researchers with the often bewildering and always time- consuming problem of learning new procedures for processing their data each time they change institutions (or each time the institution changes computers).
1115	Informational Reviews in the Age of Information Crisis	A critical analysis is given of existing classification schemes for reviews.  The author proposes to distinguish between two main review types: orienting and informative ones.  The importance is stressed of informative (analytical and abstracting) reviews, which contain new information under the conditions of information crisis being interpreted as overproduction of documents rather than new knowledge.
1382	Statistics and Semantics	This monograph is one of the few works in which the possibility of studying semantics using statistical methods is proven with actual research. The semantic field of words denoting color (in English, French, Russian and Ukranian) was chosen as a representative semantic object. The applied aspects of this work are particularly important: the application of those methods tested by the authors for solving problems of automatic information processing, as well as in language translation and instruction.
960	Library Operations Research: A Process of Discovery and Justification	This article begins with a discussion of the broad role of operations research (O.R.) in a society undergoing change.. The nature of O.R. terms in a library environment is then considered.. The function of models in O.R. is analyzed, the development of a model being contrasted with its formal presentation.. Criteria for good models are suggested.. This article then focuses on storage models for libraries, first considering the Dewey classification system from this perspective and then summarizing more current research carried out under the direction of the author with a grant from the National Science Foundation..
811	Measuring Readers' Failure at the Shelf	This paper is concerned with the availability of books known to be held by the Library.. It outlines a simple survey method whereby readers record the non-availability of books which they are looking for.. The survey has already been installed at four university libraries, but the results from only one library are considered here.. These results show how a librarian can find out the degree of non-availability or failure in any particular area of the library, the causes of failure, and even the particular items which are in heavy demand and not available.. They also provide information on the degree of co-operation by the readers, the number of titles failing once, twice, three times etc., the overlap of demand for popular books by different groups of borrowers, the waiting time for books that failed, the pattern of demand for particular books over a period of time, the relationship between failure and recall, the correlation of failure from one term to the next, and the relative use of books inside and outside the library.. From the results it was possible to recommend certain changes in library procedure which should have reduced failure, and to compare the titles of books failing in the Main Library with the holdings of a departmental library.. The time spent on the survey and the total cost of the survey are also given..
320	The Teachable Language Comprehender: A Simulation Program and Theory of Language	"The Teachable Language Comprehender (TLC) is a program designed to be capable of being taught to ""comprehend"" English text.  When text which the program has not seen before is input to it, it comprehends that text by correctly relating each (explicit or implicit) assertion of the new text to a large memory.  This memory is a ""semantic network"" representing factual assertions about the world. The program also creates copies of the parts of its memory which have been found to relate to the new text, adapting and combining these copies to represent the meaning of the new text.  By this means, the meaning of all text the program successfully comprehends is encoded into the same format as that of the memory.  In this form it can be added into the memory. Both factual assertions for the memory and the capabilities for correctly relating text to the memory's prior content are to be taught to the program as they are needed.  TLC presently contains a relatively small number of examples of such assertions and capabilities, but within the system, notations for expressing either of these are provided.  Thus the program now corresponds to a general process for comprehending language, and it provides a methodology for adding the additional information this process requires to actually comprehend text of any particular kind. The memory structure and comprehension process of TLC allow new factual assertions and capabilities for relating text to such stored assertions and capabilities for relating text to such stored assertions to generalize automatically. That is, once such an assertion or capability is put into the system, it becomes available to help comprehend a great many other sentences in the future."
457	Information, Mechanism, and Meaning	In a day when it is hard enough in most fields of science to keep abreast of new and non-redundant literature, the publication of collected papers, like the estate of holy matrimony, is something not to be undertaken 'unadvisedly, lightly or wantonly'.  In the present case it would not have been considered at all but for the kindly initiative of my respected friend Professor Roman Jakobson, whose persistent encouragement alone overcame that distaste which most of us feel for our ten- to twenty-year-old productions and brought this first volume to the point of no return.  It is true that these exploratory papers were scattered among an unconscionably awkward selection of publications for anyone wanting to follow them up.  On the other hand, as most of them were written for specific occasions, each of which demanded some rehearsal of points covered in earlier essays, the resulting repetitiveness presented a special problem.  With occasional exceptions, redundancy could have been eliminated only at the cost of mutilating individual papers.  The solution adopted has been to leave almost all repetitive passages intact, offsetting in small print those that can be skipped without loss by readers of the earlier chapters.  Where some comment has seemed necessary, by way of foreword or postscript to the original papers, the passages added have been italicized.
258	Classification and Indexing in Science	The first problem, that of learning of a publication's existence, is tackled by a multiplicity of abstracting and indexing journals and other bibliographies, and, at local levels, by library catalogues and unnecessary overlapping among these services, while ensuring adequately comprehensive coverage, are very great.  But even if these were overcome, problems of the internal arrangement of these bibliographical aids would still remain.  It is not enough for them collectively to record every scientific publication.  The user must be able to find every such record, starting only with a subject on which he wants information.
1192	Out of the Dinosaurus; the evaluation of the National Lending Library for Science and Technology	The establishment of the National Lending Library for Science and Technology (NLL) has been one of the most significant events in British librarianship in the twentieth century.  This book attempts to trace the development of the library up to its merger into the impending British Library, and to describe the philosophies which shaped its policies and services.  I hope that the book will be of value to British and overseas librarians as a case study of the development of a national library, and also to students of librarianship and information work in that it may help them to appreciate the context in which the library has evolved and in which it now operates.
301	Staff Participation in Management In Large University Libraries	A CLR Fellowship in 1971-72 enabled the author to examine staff participation in the management of large academic libraries.. The report considers the climate of participation, preparation given the staff, areas of decision making, the role of the professional staff association, and the reaction of staff to such participation..
1007	Library Systems Analysis Guidelines	This book aims primarily to provide guidelines for library administrators and library systems analysts in analyzing and evaluating existing operating systems and in designing new or improved ones.  In addition, we have found the material to be very useful in staff training programs conducted to ensure knowledgeable staff participation and cooperation in a systems study.  This guide is also adaptable for introducing library school students to the concepts of systems study in the library.
263	Classification Catalogue Code	The Author, the Dictionary and the Classified catalogues represent three successive stages in the order of evolution of the internal form of the Library Catalogue.  The classified form being the latest to evolve, the literature relating to it is comparatively scanty.  It is strikingly so in the form of a systematic code of rules for cataloguing.  While the number of codes for the Author Catalogue is fairly large and the number for the Dictionary Catalogue is also respectable, there appear to be few systematic and complete codes published in book-form for the Classified Catalogue. Hence this little venture, which is based on twenty-five years of experimentation and on the valuable reciprocal influence gained by its being taught to students of library science during the last twenty years. While the Call Numbers occurring in the examples given are constructed by the Colon Classification, the rules of this Code are not necessarily dependent on that scheme for their applicability.  They are all of general application, irrespective of the scheme of classification in use.
